,name,gender,meanings
3919,Madra,g,"mother.,mother"
3920,Madre,g,"mother.,mother"
3921,Madri,g,wife of pandu
3922,Mady,g,"maiden.,maiden"
3923,Maegth,g,maiden
3924,Maertisa,g,famous
3925,Mafalda,g,mighty in battle.
3926,Mafuane,g,soil
3927,Magadhi,g,flower
3928,Magaere,g,a fury
3929,Magan,u,"pearl,engrossed"
3930,Magana,g,engrossed
3931,Maganhildi,g,strong battle maiden
3932,Magaskawee,g,gracefulswan maiden
3933,Magd,g,maiden
3934,Magdalen,g,"high tower,from the tower.,bitter. woman from magdala. the biblical mary magdalene came from magdala area near the sea of galilee.."
3935,Magdalena,g,"from the tower.,woman from magdala"
3936,Magena,g,"mood,moon."
3937,Magenta,g,"a colour name, after a town in italy."
3938,Magic,u,full of wonder
3939,Magnhild,g,powerful in battle.
3940,Magnhilda,g,strong battle maiden
3941,Magnild,g,strong battle maiden
3942,Magnilda,g,strong battle maiden
3943,Magnilde,g,strong battle maiden
3944,Magnolia,g,"from the flower,magnolia (flowering shrub).."
3945,Mahabhadra,g,ganga river
3946,Mahakanta,g,earth
3947,Mahal,g,"woman,woman."
3948,Mahala,g,"powerful,tenderness; barren.,woman."
3949,Mahamari,g,killer
3950,Mahaniya,g,praise worthy
3951,Mahati,g,"great, name of a raaga"
3952,Mahault,g,dutch form of matilda
3953,Mahesa,g,great and powerful
3954,Maheshvari,g,great lady
3955,Mahi,u,"the world,the world, earth"
3956,Mahijuba,g,a hostess
3957,Mahila,g,woman
3958,Mahilam,g,cheerful
3959,Mahima,g,"greatness,glorious"
3960,Mahiya,g,joy
3961,Mahogany,g,dark red wood
3962,Mahua,g,an intoxicating flower
3963,Maibe,g,grave
3964,Maidali,g,brightness
3965,Maidel,g,"maiden,from the tower."
3966,Maik,u,now
3967,Maikki,g,bitter
3968,Maile,g,a vine
3969,Maiolaine,g,flower
3970,Mairwen,g,fair mary
3971,Maitane,g,dearly loved
3972,Maite,g,"dearly loved,love."
3973,Maitea,g,"one who is easy to love.,love"
3974,Maitena,g,dearly loved
3975,Maitland,u,meadow
3976,Maitreya,u,"disciple of sage parasara,friend,friendly,the name of a sage"
3977,Maitreyi,g,"name of a woman scholar,a wise woman,"
3978,Maitry,g,friendship
3979,Majori,g,pearl
3980,Majorie,g,pearl
3981,Maka,g,earth
3982,Makala,g,shrub
3983,Makali,g,the moon
3984,Makana,g,gift
3985,Makani,u,the wind
3986,Makareta,g,maori form of margaret
3987,Makawee,g,earth maiden
3988,Makayah,g,hapiness
3989,Makkitotosimew,g,"she has large teeth,she has large breasts (algonquin).."
3990,Makshi,g,honeybee
3991,Makya,u,"one who hunts eagles,eagle hunter (hopi)."
3992,Makynli,g,beautiful
3993,Mala,g,"high tower,string, garland,garland, necklace,"
3994,Malaiyarasi,g,queen of the hills
3995,Malana,g,"light, floating"
3996,Malar,g,flower
3997,Malashree,g,an early evening melody
3998,Malathi,g,flower
3999,Malati,g,"jasmine,small fragrant flower,jasmine, moon- light"
4000,Malaya,u,"free,a forest,a creeper"
4001,Malcsi,g,industrious
4002,Maleah,g,bitter
4003,Maleia,g,uncertain
4004,Malila,u,salmon going fast upstream.
4005,Malin,u,"little warrior.,woman from magdela"
4006,Malinda,g,"honey,blend of melissa and linda.."
4007,Malini,g,"gardener,fragrant,flourist, a river"
4008,Malissa,g,honey bee
4009,Mallana,g,a canoe
4010,Malli,g,"flower, jasmine"
4011,Malliga,g,jasmine flower
4012,Malloren,g,laurel of bad luck
4013,Mallorie,g,ill-omened
4014,Malory,u,bad luck
4015,Malti,g,"small fragrant flower,moonlight,fragrant flower"
4016,Malu,g,peacefulness
4017,Maluhia,u,peacefulness
4018,Maluum,g,special
4019,Malva,g,soft
4020,Malvine,g,soft
4021,Mamata,g,"love affection,love, affection"
4022,Mamta,u,"motherly love origin, sanskrit.,motherly love"
4023,Mana,g,mind
4024,Manaba,g,war returned with her coming.
4025,Manali,g,bird
4026,Manana,g,meditation
4027,Manasa,g,"mind,name of a lake in himalaya"
4028,Manasi,g,"a lady,"
4029,Manasvi,g,"good-minded, intelligent"
4030,Manavi,g,"wife of manu, daughter"
4031,Mandakranta,u,"a sanskrit metre,a sanskrit meter"
4032,Mandara,g,"calm,mythical tree"
4033,Mandavi,g,wife of bharat
4034,Mandeep,u,"lamp of mind,light of the mind,light of sages"
4035,Mandeepa,g,light of heart
4036,Mandel,u,"makes garments.,almond"
4037,Mandell,u,almond
4038,Mandere,u,beautiful beads
4039,Mandira,g,"temple, melody,melody"
4040,Mandodari,g,"with narrow abdomen, ravan's wife,one with narrow abdomen, ravan's wife"
4041,Manette,g,bitter
4042,Manhattan,g,whiskey
4043,Mani,u,"from prayer om mani padme hum.,gem"
4044,Manibha,g,
4045,Manideepa,g,a lamp of precious stones
4046,Manikodi,g,
4047,Manikuntala,g,one whose hair is like gems
4048,Manilla,g,a winding river
4049,Manimala,g,a string of pearls
4050,Manimegalai,g,
4051,Manini,g,"a lady,self respected"
4052,Maniratna,g,diamond
4053,Manitopyes,u,strong and powerful
4054,Maniyammal,g,like a gem
4055,Manjari,g,"a bunch,bud of a mango tree"
4056,Manjira,g,ankle bells
4057,Manjistha,g,extremely
4058,Manjit,u,"conqueror of knowledge,one who wins her own heart; conqueror of the mind"
4059,Manju,g,"sweet,pleasant,snow, dew drops, beautiful"
4060,Manjubala,g,beautiful girl
4061,Manjula,g,"melodious,lovely; soft; charming"
4062,Manjusha,g,"a box,with a sweet voice"
4063,Manjyot,u,light of the mind
4064,Manna,g,heavenly
4065,Mannara,g,shining
4066,Mannat,g,special prayer
4067,Manning,u,son of man
4068,Manon,g,bitter
4069,Manorama,g,"attractive beautiful,beautiful,attractive, beautiful"
4070,Manoranjana,g,"entertaining, pleasing"
4071,Manreet,g,custom of heart
4072,Manshree,g,
4073,Mansi,g,"plucked flower,plucked flower (hopi).,woman"
4074,Mantra,g,"hymns, holy chants"
4075,Manya,g,"bitter,worthy of honour"
4076,Mapiya,g,skyheavenly
4077,Marcella,g,"warring.,young warrior"
4078,Marcelle,g,warring
4079,Marcellia,g,warring
4080,Marcie,g,warlike
4081,Marcsa,g,bitter or grace
4082,Mare,u,"the sea,bitter."
4083,Marea,g,bitter
4084,Mareesha,g,
4085,Marek,u,warlike
4086,Marelda,g,famous battle maiden
4087,Marelde,g,elfin mary
4088,Maren,g,"bitter.,of the sea"
4089,Marenka,g,bitter
4090,Margaid,g,armenian form of margaret meaning pearl.
4091,Margalo,g,pearl
4092,Margaret,u,"pearl.,a pearl"
4093,Margarethe,g,a pearl
4094,Margaretta,g,"one of wisdom, pearl"
4095,Margarida,g,portuguese form of margaret meaning pearl..
4096,Margaux,g,pearl
4097,Marge,g,pearl
4098,Marged,g,"pearl,pearl."
4099,Margeret,g,pearl
4100,Margery,g,pearl
4101,Margi,g,traveller
4102,Margie,u,pearl
4103,Margisia,g,polish form of margaret pearl.
4104,Margit,u,pearl
4105,Margolo,g,pearl
4106,Margosha,g,"russian form of margaret, pearl."
4107,Margot,g,pearl
4108,Margred,g,"pearl,pearl."
4109,Margreet,g,pearl
4110,Margrit,g,pearl
4111,Marguerite,g,pearl
4112,Marhilda,g,famous battle maiden
4113,Marhildi,g,famous battle maiden
4114,Marianne,g,bitter
4115,Mariasha,g,"perfect one, bitter, with sorrow."
4116,Marichi,g,name of a star
4117,Maridith,g,protector of the sea
4118,Marieke,g,a biblical name meaning bitter.
4119,Marielle,g,bitter
4120,Marielly,g,it comes from the italian name of mariela.
4121,Marigold,g,golden flower
4122,Marija,g,bitter
4123,Marijke,g,bitter
4124,Marilda,g,famous battle maiden
4125,Marilee,g,combination of mary and lee.
4126,Marilu,g,from marry and lucille
4127,Marilynn,u,blend of marie or mary and lyn.
4128,Marineth,g,this is a combination of maria and kenneth.
4129,Marinka,g,of the sea
4130,Marinna,g,a song
4131,Marinochka,g,from the sea
4132,Marira,g,bitter
4133,Maris,g,of the sea
4134,Mariska,g,"bitter.,stars of the sea, bitterness."
4135,Marisol,g,"sunny sea,a combination of mary and sun.."
4136,Marit,g,pearl
4137,Maritza,g,"of the sea.,bitter"
4138,Mariuerla,g,wagtail bird
4139,Marja,g,sadness from the sea
4140,Marjan,g,of the sea
4141,Marjeta,g,pearl
4142,Marjorie,g,pearl
4143,Marjory,g,pearl
4144,Marketa,g,pearl
4145,Marketta,g,finnish form of margaret
4146,Markku,u,rebellious
4147,Marlas,u,high tower
4148,Marlee,g,descendents of mary
4149,Marli,g,form of marilyn bitter
4150,Marlie,g,form of marilyn bitter
4151,Marlis,g,bitter
4152,Marlo,u,decendent of mary
4153,Marloes,g,combination of maria and louise.
4154,Marlow,u,slope by the pond
4155,Marlowe,u,from the hill by the lake
4156,Marlyn,u,blend of marie or mary and lyn.
4157,Marlynn,g,blend of marie or mary and lyn.
4158,Marmalade,g,guinse portugese jam
4159,Marmara,g,radiant
4160,Marmee,g,shining
4161,Marnie,g,from the sea
4162,Marpessa,g,daughter of evenus
4163,Marquesa,g,royalty italian royalty title.
4164,Marquise,u,"royalty,a title name ranking below duke and above earl.."
4165,Marquisha,g,royalty french royalty title.
4166,Marrim,u,chinese tribe
4167,Marsala,g,a town
4168,Marta,g,"a lady,spanish form of martha: lady.."
4169,Marteena,g,feminine of martin warring.
4170,Martine,g,warlike
4171,Martuska,g,bitter or grace
4172,Marty,u,"warrior of mars.,warlike"
4173,Maru,g,gentle
4174,Marudham,g,the lush green fields
4175,Marudhammal,g,
4176,Maruska,g,bitter
4177,Marusya,g,bitter
4178,Marveille,g,miracle
4179,Marvel,u,"to wonder, admire"
4180,Marvela,g,marvelous
4181,Marvella,g,miracle
4182,Marvelle,g,miracle
4183,Masara,g,emerald
4184,Masha,g,bitter
4185,Masia,g,bitter
4186,Maslynn,g,little blooming flower
4187,Massima,g,great
4188,Mathild,g,mighty battle maiden
4189,Mathilda,g,"might, power,strong in war. strength for battle.."
4190,Mathilde,g,"strong in war,mighty battle maiden.,the danish version of the given name matilda, which traces its roots to german maht, meht meaning might and hild meaning battle. currently a very popular name in denmark.."
4191,Matilda,g,"might, power,strong in war. strength for battle.."
4192,Matilde,g,"strong in war,strong in war. strength for battle.."
4193,Matisha,g,
4194,Matra,g,
4195,Matyidy,g,"polish form of matilda, mighty battle maid."
4196,Maurelle,g,dark and elfin
4197,Maurice,u,"dark-skinned; a moor.,moor, dark skinned"
4198,Maurine,g,"dark skinned.,bitter"
4199,Maurizia,g,bitter
4200,Mausam,g,season
4201,Mausami,g,seasonal
4202,Mausi,g,"plucks flowers,plucks flowers."
4203,Mausumi,g,"beauty monsoon wind,beauty, monsoon wind"
4204,Mauve,g,purplish color
4205,Maverick,u,"wildly independent,when a nineteenth-century american named maverick refused to brand his calves as other ranchers did; his name came to signify an independent man who avoids conformity.."
4206,Mavis,g,"songbud.,the thrush,joy."
4207,Mavise,g,joy
4208,Mavra,g,moorish
4209,Maxie,u,the greatest feminine of max.
4210,Maxime,u,greatest
4211,Maxine,g,"greatest,the greatest. feminine of max.."
4212,Mead,u,from the meadow
4213,Meadow,g,beautiful field
4214,Meda,g,"prophet,prophetess."
4215,Media,g,communication
4216,Medini,g,earth
4217,Medora,g,ruler
4218,Medusa,g,a character from mythology.
4219,Meenakshi,g,"one with fish shaped eyes parvati.,fish like eyes,one with fish- shaped eyes, daughter of kuber,parvati"
4220,Meenal,g,precious gem
4221,Megara,g,pearl
4222,Megen,g,form of margaret - a pearl.
4223,Meha,g,cloud
4224,Mehadi,g,flower
4225,Mehal,u,cloud
4226,Mehul,u,"a derivative of mukul,rain,cloud, rain"
4227,Mehuli,g,a small rain cloud
4228,Mekala,g,excellent art
4229,Meklorka,g,a deaf and mute concubine
4230,Melaine,g,dark
4231,Melanctha,g,black flower
4232,Melanee,g,dark
4233,Melaney,g,dark
4234,Melangell,g,sweet angel
4235,Melanie,g,"dark-skinned,from the greek word melaina, meaning dark.."
4236,Melantha,g,dark violet
4237,Melanthe,g,dark flower
4238,Melantho,g,a serving
4239,Melba,g,thin skinned
4240,Meleda,g,sweet as honey
4241,Melena,g,yellow as a canary
4242,Meleta,g,sweet as honey
4243,Meli,u,bitter
4244,Melia,g,industrious
4245,Melicent,g,strong
4246,Melinda,g,"honey,blend of melissa and linda.."
4247,Melissa,u,a honey bee
4248,Melissan,g,from melisande
4249,Melka,g,dark
4250,Melleta,g,sweet as honey
4251,Mellicent,g,strong
4252,Mellie,g,industrious hard-working
4253,Mellisa,g,honey bee
4254,Mellissa,g,the honeybee
4255,Melliyal,g,
4256,Melodee,g,a beautiful song
4257,Melodi,g,"music, song"
4258,Melody,g,"melody (song).,song-like"
4259,Melora,g,golden apple
4260,Melpomene,g,muse of tragedy
4261,Melva,g,"chief. handmaiden.,feminine of melvin.,armored"
4262,Melvin,u,"leader.,mill worker,chief."
4263,Melynda,g,blend of melissa and linda.
4264,Memdi,g,"henna,henna."
4265,Memphis,u,good place to live
4266,Mena,g,female parrot
4267,Menaha,g,celestial damsel
4268,Mendia,g,mountain.
4269,Menefer,u,beautiful city
4270,Menglad,g,won by svipdag
4271,Menmoli,g,who speaks kindly
4272,Meoquanee,g,"wears red,wears red (chippewa)."
4273,Meranda,g,to be the superior one
4274,Mercede,g,merciful
4275,Mercer,u,"merchant,merchant."
4276,Merci,g,merciful
4277,Mercia,g,"mercy,from mercia."
4278,Mercie,g,compassion
4279,Mercilla,g,compassion
4280,Mere,g,bitter
4281,Meredith,u,"protector of the sea.,protector from the sea,guardian of the sea. great chief. this name can be given to children of either gender, but is more common among girls.."
4282,Mererid,g,"pearl,pearl."
4283,Meri,g,"mirthful, joyous"
4284,Meridian,u,"middle, center"
4285,Merinda,g,a beautiful woman
4286,Merinde,g,pretty woman
4287,Meriwa,g,thorn
4288,Merla,u,blackbird
4289,Merle,u,"falcon,blackbird."
4290,Merlyn,u,"blackbird.,the falcon,from the hill over the sea..,sea fortress. in arthurian mythology the wizard merlin was king arthurs mentor.."
4291,Merope,g,foster mother of oedipus
4292,Merpati,g,a dove
4293,Merrick,u,"powerful ruler,dark-skinned; a moor. form of maurice.."
4294,Merrill,u,falcon
4295,Merritt,u,"little famous one.,deserving of good fortune"
4296,Merryl,g,blackbird
4297,Merryn,g,wave of the seas
4298,Mert,g,lover of silence
4299,Merta,g,myrtle
4300,Mertice,g,famous
4301,Mertise,g,famous
4302,Merton,u,town near the pond
4303,Mertysa,g,famous
4304,Meshelle,g,form of michelle
4305,Mesi,g,water
4306,Metea,g,gentle
4307,Methra,g,
4308,Metis,g,the wise one
4309,Metta,u,dininutive-margareta-pearl.
4310,Mettalise,g,graceful pearl
4311,Mette,g,a pearl
4312,Meyyalagi,g,truely beautiful girl
4313,Meyyammal,g,truthful girl
4314,Meyyarasi,g,truthful
4315,Miakoda,g,"power of the moon,power of the moon note: this database is copyright muse creations inc. 2000..."
4316,Mieke,g,form of maria
4317,Mielikki,g,pleasant
4318,Miette,g,small sweet thing
4319,Migdana,g,gift
4320,Migisi,g,"eagle,eagle (chippewa)."
4321,Mignon,g,"delicate, graceful"
4322,Mignonette,g,delicate
4323,Mihira,g,feminine form of mihir/ sun
4324,Mijam,g,finnish form of miriam
4325,Mikil,g,"quick, nimble"
4326,Mila,g,form of miloslava
4327,Milada,g,my love
4328,Milagritos,g,"miracle,miracle."
4329,Milana,g,precious one
4330,Milani,g,gentle caress
4331,Mildraed,g,mild of strength
4332,Mildred,u,mild strength
4333,Mildri,g,mild and lovely
4334,Mildrid,g,mild of strength
4335,Mildryd,g,mild of strength
4336,Milena,g,the favoured one
4337,Miliani,g,gentle caress
4338,Milica,g,ruler
4339,Milicent,g,strong
4340,Milicente,g,strong
4341,Mililani,u,praise give thanks
4342,Milka,g,industrious
4343,Milla,g,industrious
4344,Miller,u,mill worker
4345,Mills,u,near the mills
4346,Mily,u,beautiful
4347,Mimiteh,g,new moon
4348,Minakshi,g,fish eyed
4349,Minati,g,"prayer,"
4350,Minau,g,heaven
4351,Mincarlie,g,rain
4352,Minda,g,knowledge
4353,Minetta,g,form of williamina
4354,Minette,g,form of williamina
4355,Minisha,g,
4356,Minjonet,g,petite blue flower
4357,Minna,g,"form of williamina.,protection"
4358,Minnal,g,lightning
4359,Minnalkodi,g,lightning
4360,Minne,g,love
4361,Minny,g,loving memory
4362,Minor,u,"junior, younger"
4363,Minoti,g,
4364,Minowa,g,moving voice
4365,Minta,g,of the mint plant
4366,Mintha,g,plant name
4367,Minty,u,"collector of thoughts, determined protector."
4368,Minya,g,older sister
4369,Miracle,u,divine act
4370,Mirage,u,"illusion, fantasy"
4371,Mirai,g,"miracle.,miracle"
4372,Mirari,g,"miracle,miracle."
4373,Mircea,u,mercy
4374,Mirias,g,abundance
4375,Mirielle,g,she is bitter
4376,Miriyan,g,a star
4377,Mirka,g,tranquil
4378,Mirla,g,blackbird
4379,Miroslava,g,tranquil
4380,Mirrin,g,a cloud
4381,Misae,u,white hot sun
4382,Mishaye,g,
4383,Mishti,g,"sweet person,sweet; sweet person"
4384,Misri,u,"mixed; sweet,sweet"
4385,Missy,u,form of melissa
4386,Mistico,g,mystic
4387,Mistique,g,air of mystery
4388,Misu,u,"ripples in the water,rippling brook (miwok)."
4389,Mitali,u,"friendly,friend,friendship"
4390,Mitena,g,"coming moon, new moon"
4391,Mitexi,g,sacred moon
4392,Mithila,g,sita devi's kingdom
4393,Mizell,u,tiny gnat
4394,Mliss,g,flower
4395,Mmonibha,g,
4396,Moana,g,ocean
4397,Moanna,g,ocean
4398,Modesty,g,"without conceit,modesty."
4399,Modlen,g,"welsh form of magdalene, tower.,welsh form of magdalene: tower.."
4400,Moerae,g,a fate
4401,Moesha,g,drawn out of the water
4402,Mohana,g,"attractive, charming"
4403,Mohati,g,"as beautiful as pearl, moti"
4404,Mohi,g,attractive
4405,Mohini,g,"most beautiful,very beautiful, bewitching, mesmering"
4406,Moirai,g,merit
4407,Moitrei,g,
4408,Moitreyee,g,
4409,Moke,u,form of moses
4410,Moksin,g,free
4411,Molli,u,"from the gaelic maili which is a pet form of mary, meaning bitter..,from the gaelic maili which is a pet form of mary bitter."
4412,Mollie,g,"from the gaelic maili which is a pet form of mary, meaning bitter..,from the gaelic maili which is a pet form of mary bitter."
4413,Monal,g,bird
4414,Monalisa,g,mona lisa is a famous portrait painted by leonardo da vinci..
4415,Monet,u,solitary advisor
4416,Monibha,g,
4417,Monifa,g,i am lucky
4418,Monisha,g,intellectual
4419,Montie,u,king henry the sixth part iii sir john montgomery.
4420,Montserrat,g,jagged mountain
4421,Moon,u,from the moon
4422,Moral,u,lovely thoughts
4423,Morcan,u,"dwells near the sea,dwells near the sea."
4424,More,u,"great,dark skinned.,great."
4425,Moreen,g,"great.,dark skinned.,great"
4426,Morela,g,brunette
4427,Morey,u,from the name morris
4428,Morfudd,g,mentioned in early poetry
4429,Morgaine,g,"bright sea,bright sea."
4430,Morgan,u,"lives by the sea.,the edge of the sea,fighter of the sea.,bright sea. dwells near the sea.."
4431,Morgana,g,"dweller of the sea.,seashore,from the shore of the sea.."
4432,Morgann,g,"bright sea,bright sea."
4433,Morgant,g,"from the shore of the sea,from the shore of the sea.."
4434,Moria,g,the wind
4435,Morilla,g,from the stony ridge
4436,Morley,u,of the moor
4437,Morrison,u,"son of morris,son of the servant of mary.."
4438,Morvudd,g,"legendary daughter of uryen.,legendary daughter of uryen.."
4439,Morvyth,g,form of morfudd - mentioned in early poetry.
