,name,gender,origin,meaning,url
37418,Carne,Male,Welsh,Variant of English surname Cairn meaning landmark or memorial of piled-up stones..,https://meaning-of-names.com/gaelic-names/carne.asp
37419,Carol,M or F,English,"Manly, strong. A variant of Charles; from Carolus, the Latinized form of the name. Famous bearer: Pope John Paul IIs real name is Karol Wojtyla. Karol is a variant spelling of Carol used in several European countries..",https://meaning-of-names.com/english-names/carol.asp
37420,Carolina,Female,Italian,Joy. Song of happiness. Also feminine variant of Charles: manly..,https://meaning-of-names.com/english-names/carolina.asp
37421,Caroll,Male,English,Variant of Carroll: Man. Famous Bearer: late television actor Carroll OConnor..,https://meaning-of-names.com/english-names/caroll.asp
37422,Carolus,Male,English,Variant of Carroll: Man. Famous Bearer: late television actor Carroll OConnor..,https://meaning-of-names.com/english-names/carolus.asp
37423,Carr,Male,Scottish,From the broken mossy ground..,https://meaning-of-names.com/scottish-names/carr.asp
37424,Carrie,Female,Italian,"A diminutive of Caroline, often used as an independent name..",https://meaning-of-names.com/italian-names/carrie.asp
37425,Cartagh,Male,Irish,"Variant of Carthach: Loving. A variant of Caradoc. The Irish St. Carthach, also known as St Carthage, founded an early 7th century monastery at Lismore, County Waterford..",https://meaning-of-names.com/irish-names/cartagh.asp
37426,Cartland,Male,England,from the land between the streams.,https://meaning-of-names.com/english-names/cartland.asp
37427,Cary,M or F,English,"Stream. Cary became a popular masculine first name in mid-2Oth century because of actor Cary Grant, whose real name was Archibald Leach..",https://meaning-of-names.com/english-names/cary.asp
37428,Casey,Female,French,"From a polish word meaning Proclamation of peace. A diminutive of Casirnir, Cassandra, or Catherine. Popularized as a boys name by the American folk song Casey Jones..",https://meaning-of-names.com/english-names/casey.asp
37429,Cass,M or F,English,Diminutive of Caspar: Wealthy man..,https://meaning-of-names.com/english-names/cass.asp
37430,Cassie,Female,English,"Unheeded prophetess. A diminutive of Casirnir, Cassandra, or Catherine. Cassandra was a Trojan prophetess, daughter of King Priam. In Homers The Iliad Cassandras prediction of the fall of Troy was unheeded. Also used as an independent name..",https://meaning-of-names.com/english-names/cassie.asp
37431,Cassy,Female,English,Abbreviation of Cassandra. Unheeded prophetess. In Homers The Iliad Cassandras prediction of the fall of Troy was unheeded..,https://meaning-of-names.com/english-names/cassy.asp
37432,Cateline,Female,France,derived from katherine meaning pure.,https://meaning-of-names.com/french-names/cateline.asp
37433,Cath,Female,Irish,Diminutive of Katherine: Pure. Clear. From the Gaelic form Caitlin..,https://meaning-of-names.com/irish-names/cath.asp
37434,Cathicen,Female,French,"Variant of Catherine: Pure, clear. Form of the Latin Katharina, from the Greek Aikaterina..",https://meaning-of-names.com/french-names/cathicen.asp
37435,Cathy,Female,Irish,This diminutive of Catherine or Kathleen is sometimes used as an independent name. Form of the Greek Catherine meaning pure..,https://meaning-of-names.com/english-names/cathy.asp
37436,Catline,Female,Ireland,derived from katherine meaning pure.,https://meaning-of-names.com/irish-names/catline.asp
37437,Catrin,Female,Welsh,"Pure, clear. A Welsh variant of Catherine, which is a French form of the Latin Katharina, from the Greek Aikaterina..",https://meaning-of-names.com/welsh-names/catrin.asp
37438,Catriona,Female,Scottish,"Pure, clear. A Scottish Gaelic variant of Catherine, which is the French form of the Latin Katharina, from the Greek Aikaterina. Famous bearer: the heroine of 19th century author Robert Louis Stevensons novel Catriona..",https://meaning-of-names.com/gaelic-names/catriona.asp
37439,Cawrdav,Male,Welsh,Legendary son of Caradawg..,https://meaning-of-names.com/welsh-names/cawrdav.asp
37440,Caylee,Female,Gaelic,Slender. Variant of Caley or Cailley: (French) from the forest..,https://meaning-of-names.com/gaelic-names/caylee.asp
37441,Cecilia,Female,English,"A feminine form of Cecil, derived from the Roman clan name Caecilius, which is based on the Latin coccus meaning blind. This name was introduced into Britain by one of the daughters of William the Conqueror..",https://meaning-of-names.com/english-names/cecilia.asp
37442,Cecille,Female,French,From the Latin Cecilia meaning blind. The blind St. Cecille - patron saint of music - was a talented musician..,https://meaning-of-names.com/french-names/cecille.asp
37443,Cedric,Male,Welsh,War leader; gift of splendor..,https://meaning-of-names.com/welsh-names/cedric.asp
37444,Cedrych,Male,Welsh,Variant of Cedric: War leader; gift of splendor..,https://meaning-of-names.com/welsh-names/cedrych.asp
37445,Cele,Female,Latin-America,"abbreviation of cecilia, blind.",https://meaning-of-names.com/latin-american-names/cele.asp
37446,Celestina,M or F,French,Variant of Celeste : This French name is based on the Latin caelestis meaning heavenly. Used as both a masculine and feminine name in France..,https://meaning-of-names.com/french-names/celestina.asp
37447,Celio,Male,Portuguese,"From the latin caelum, meaning heaven..",https://meaning-of-names.com/portuguese-names/celio.asp
37448,Cerbeius,Male,Greece,guardian to the gate of hades.,https://meaning-of-names.com/greek-names/cerbeius.asp
37449,Ceretic,Male,Welsh,"derived from cerdic, cherished.",https://meaning-of-names.com/english-names/ceretic.asp
37450,Cesareo,Male,Latin-America,"derived from caesar, hairy.",https://meaning-of-names.com/latin-american-names/cesareo.asp
37451,Cezek,Male,Latin-America,"derived from caesar, hairy.",https://meaning-of-names.com/latin-american-names/cezek.asp
37452,Chadd,Male,English,"Variant of Chad: Protector; defender. English form of a Welsh name meaning battle or warring. Famous bearer: 7th- century bishop St Chad founded the Samaritans, a charitable organization providing service for the suicidal and despairing..",https://meaning-of-names.com/english-names/chadd.asp
37453,Chagiya,Male,Israel,"derived from chagiah, festival.",https://meaning-of-names.com/israeli-names/chagiya.asp
37454,Chalfan,Male,Israel,Variant of Chalfon: Change..,https://meaning-of-names.com/hebrew-names/chalfan.asp
37455,Chance,Male,French,Fortune; a gamble. Variant of Chauncey..,https://meaning-of-names.com/french-names/chance.asp
37456,Chandra-Gowri,Male,India,name of chandravati and gowridev.,https://meaning-of-names.com/indian-names/chandra-gowri.asp
37457,Chanel,Female,France,the name of a famous perfume.,https://meaning-of-names.com/french-names/chanel.asp
37458,Channelle,Female,France,"canal, channel the popular perfume chanel.",https://meaning-of-names.com/french-names/channelle.asp
37459,Channiel,Male,Israel,"derived from chaniel, gods grace.",https://meaning-of-names.com/israeli-names/channiel.asp
37460,Chano,Male,Spanish,Abbreviations for names ending in -ano and -rio. Chan: (Chinese) family name..,https://meaning-of-names.com/spanish-names/chano.asp
37461,Chappy,Male,England,"diminutive of chapman, peddler, merchant.",https://meaning-of-names.com/english-names/chappy.asp
37462,Chardae,Female,France,feminine of charles meaning manly.,https://meaning-of-names.com/french-names/chardae.asp
37463,Charis,Female,English,Blend of Cherie and Cerise. Dear one; darling..,https://meaning-of-names.com/english-names/charis.asp
37464,Charito,Male,Spain,hispanic version of charity.,https://meaning-of-names.com/spanish-names/charito.asp
37465,Charla,Female,English,Feminine variant of Charles: manly..,https://meaning-of-names.com/english-names/charla.asp
37466,Charlayne,Female,France,feminine of charles meaning manly.,https://meaning-of-names.com/french-names/charlayne.asp
37467,Charleena,Female,France,feminine of charles meaning manly.,https://meaning-of-names.com/french-names/charleena.asp
37468,Charlena,Female,France,feminine of charles meaning manly.,https://meaning-of-names.com/french-names/charlena.asp
37469,Charles,Male,English,Man (from the Old English ceorl). Famous Bearers: American movie star Charles Bronson; British Prince Charles; evolutionist Charles Darwin..,https://meaning-of-names.com/english-names/charles.asp
37470,Charley,Female,French,"Diminutive of Charlotte: A feminine form of Charles, meaning man or manly. Alternate meaning, tiny and feminine..",https://meaning-of-names.com/french-names/charley.asp
37471,Charlie,Female,French,Diminutive of Charles: From the Old English ceorl meaning man..,https://meaning-of-names.com/english-names/charlie.asp
37472,Charlie,M or F,Germany,nickname for charles/charlotte.,https://meaning-of-names.com/german-names/charlie.asp
37473,Charlisa,Female,France,feminine of charles meaning manly.,https://meaning-of-names.com/french-names/charlisa.asp
37474,Charlotta,Female,France,feminine of charles meaning manly.,https://meaning-of-names.com/french-names/charlotta.asp
37475,Charly,M or F,England,modern form of charles meaning manly.,https://meaning-of-names.com/english-names/charly.asp
37476,Charlynn,Female,England,modern form of charles meaning manly.,https://meaning-of-names.com/english-names/charlynn.asp
37477,Charmain,Female,French,One of Cleopatras attendants in Shakespeares Antony and Cleopatra was named Charmian..,https://meaning-of-names.com/french-names/charmain.asp
37478,Charmian,Female,Germany,sweet-natured sentimental attractive.,https://meaning-of-names.com/german-names/charmian.asp
37479,Charmine,Female,French,"Feminine of Charles meaning manly. Variant of Charmain, one of Cleopatras attendants..",https://meaning-of-names.com/french-names/charmine.asp
37480,Charro,Male,Spain,nickname for a cowboy particularly in argentina.,https://meaning-of-names.com/spanish-names/charro.asp
37481,Charuhas,Male,India,person with beautiful smile.,https://meaning-of-names.com/indian-names/charuhas.asp
37482,Chaska,Male,Native American,sioux name given to the first son born.,https://meaning-of-names.com/native-american-names/chaska.asp
37483,Chason,Male,Israel,"derived from chasin, strong.",https://meaning-of-names.com/israeli-names/chason.asp
37484,Chasud,Male,Israel,"derived from chasid, devout.",https://meaning-of-names.com/israeli-names/chasud.asp
37485,Chattie,Female,French,"Diminutive of Charlotte: A feminine form of Charles, meaning man. Alternate meaning, tiny and feminine. Famous bearers: Princess Charlotte, daughter of King George IV; British writer Charlotte Bronte..",https://meaning-of-names.com/french-names/chattie.asp
37486,Chaunce,Male,French,Fortune; a gamble. Variant of Chauncey..,https://meaning-of-names.com/french-names/chaunce.asp
37487,Chauncy,Male,English,Variant of Chauncey: Chancellor; secretary; fortune; a gamble..,https://meaning-of-names.com/english-names/chauncy.asp
37488,Chaya,Female,Spanish,Abbreviation for people with names ending in -ario..,https://meaning-of-names.com/spanish-names/chaya.asp
37489,Chazaya,Male,Israel,Variant of Chazaiah: God sees..,https://meaning-of-names.com/hebrew-names/chazaya.asp
37490,Chaziel,Male,Israel,Variant of Chazaiah: God sees..,https://meaning-of-names.com/hebrew-names/chaziel.asp
37491,Che,Male,Spanish,God will increase; God will add. Abbreviation of Jose; Latin-American revolutionary Che Guevara..,https://meaning-of-names.com/spanish-names/che.asp
37492,Chebona Bula,Male,Native American,Creek name meaning laughing boy..,https://meaning-of-names.com/native-american-names/chebona-bula.asp
37493,Chelem,Male,Israel,Variant of Cheilem: Power..,https://meaning-of-names.com/hebrew-names/chelem.asp
37494,Chelsee,Female,England,"place name, a london district.",https://meaning-of-names.com/english-names/chelsee.asp
37495,Chelsie,Female,England,"place name, a london district.",https://meaning-of-names.com/english-names/chelsie.asp
37496,Chencho,Male,Spain,he who is crowned with laurel.,https://meaning-of-names.com/spanish-names/chencho.asp
37497,Chenzira,Male,African,Zimbabwean name meaning born while traveling..,https://meaning-of-names.com/african-names/chenzira.asp
37498,Chere,Female,France,"derived from cherie dear one,darling.",https://meaning-of-names.com/french-names/chere.asp
37499,Chereen,Female,France,"derived from cherie dear one,darling.",https://meaning-of-names.com/french-names/chereen.asp
37500,Cherelle,Female,France,"derived from cherie dear one,darling.",https://meaning-of-names.com/french-names/cherelle.asp
37501,Cheresse,Female,England,"blend of cherie and cerise dear one, darling.",https://meaning-of-names.com/english-names/cheresse.asp
37502,Cherie,Female,English,From the French cheri meaning darling..,https://meaning-of-names.com/english-names/cherie.asp
37503,Cherilynn,Female,England,rhyming variant of marilyn.,https://meaning-of-names.com/english-names/cherilynn.asp
37504,Cherine,Female,France,"derived from cherie dear one,darling.",https://meaning-of-names.com/french-names/cherine.asp
37505,Cherise,Female,English,Blend of Cherie and Cerise: dear one; darling..,https://meaning-of-names.com/english-names/cherise.asp
37506,Cherita,Female,France,"derived from cherie dear one,darling.",https://meaning-of-names.com/french-names/cherita.asp
37507,Cherree,Female,France,"derived from cherie dear one,darling.",https://meaning-of-names.com/french-names/cherree.asp
