,name,gender,meanings
26797,Lavon,u,
26798,Lavona,g,
26799,Lavonda,g,
26800,Lavonia,g,
26801,Lavonn,g,wood
26802,Lavonne,g,wood
26803,Lavoslav,b,
26804,Lavr,b,
26805,Lavra,g,laurel
26806,Lavrentiy,b,
26807,Lavy,b,lion cub
26808,Law,b,from the hill
26809,Lawanda,g,little wanderer
26810,Lawe,b,from the hill
26811,Lawena,g,laurel
26812,Lawerence,b,
26813,Lawford,b,from the ford at the hill
26814,Lawler,b,"one who mumbles.,soft-spoken"
26815,Lawley,b,from the hill meadow
26816,Lawly,b,from the hill meadow
26817,Lawrance,b,
26818,Lawrence,b,"laurel-crowned,a modern english form of laurence and the preferred form in america.."
26819,Lawrencia,g,crowned with laurels
26820,Lawron,b,laurel
26821,Lawson,b,son of lawrence
26822,Lawton,b,from the hillside farm
26823,Lawyer,b,
26824,Laxmi,g,goddess of wealth
26825,Lay,b,from the meadow farm
26826,Layak,b,capable
26827,Laycie,g,"derived from lacey which is a french noblemans surname brought to british isles after norman conquest..,derived from the roman given name levinia."
26828,Layla,g,"dark beauty,born at night, dark beauty."
26829,Laylaa,g,name of the beloved companion of majnoon
26830,Laylah,g,born at night
26831,Laylie,g,"nightfall.,nightfall"
26832,Layna,g,"light, truth"
26833,Layne,u,narrow road
26834,Layth,b,"the lion/courage,a famous jurist had this name."
26835,Layton,b,from the meadow farm
26836,Layyah,g,"twist, flexure."
26837,Lazar,b,"god will help.,god will help"
26838,Lazare,b,
26839,Lazaro,b,with gods help
26840,Lazarus,b,"god will help,variant of eleazar. god will help.."
26841,Lazlo,b,famous ruler
26842,Lazzaro,b,"god will help.,god will help"
26843,Le,u,joy
26844,LeAnn,g,
26845,LeBron,b,
26846,Lea,u,"meadow.,tired.,meadow,derived from hebrew leah who was jacobs first wife.."
26847,Leachlainn,b,servant
26848,Leafy,g,
26849,Leah,g,"weary,irst wife of jacob in the old testament. leah became jacobs first wife by trickery, as jacob had intended to marry her younger and more beautiful sister, rachel, who soon became his second and favoured wife. the name leah originates from the assyrian language and means ruler.."
26850,Leal,u,"loyal.,faithful"
26851,Leala,g,"loyal,loyal; faithful."
26852,Lealia,g,loyal
26853,Leamhnach,b,"lives near the place abounding in elm trees..,lives near the place abounding in elm trees."
26854,Leamon,b,
26855,Lean,b,serves john
26856,Leana,g,"serves john,derived from an irish gaelic of helen: (light;beautiful woman); variant of liana: (youthful;bond).."
26857,Leander,b,"man of lions,form of leander. lionlike man..."
26858,Leandra,g,brave as a lion
26859,Leandre,b,form of leander lionlike man.
26860,Leandrew,b,form of leander lionlike man.
26861,Leandro,b,lion
26862,Leandros,b,lion
26863,Leane,u,"graceful willow,serves john."
26864,Leaner,g,
26865,Leanian,b,reward
26866,Leann,g,combination of lee and ann.
26867,Leanna,g,graceful willow
26868,Leannan,b,"little cloak.,little cloak"
26869,Leanne,g,gracious plum
26870,Lear,b,shakespearian king
26871,Learoyd,b,from the cleared meadow
26872,Leary,b,cattle keeper
26873,Leatha,g,
26874,Leathan,b,river
26875,Leathlobhair,b,leper
26876,Leatrice,g,
26877,Leatrix,g,weary
26878,Leavitt,b,baker
26879,Leax,b,salmon
26880,Leb,b,"heart.,heart"
26881,Leba,g,beloved
26882,Lebanon,b,"white, incense"
26883,Lebaoth,g,lividness
26884,Lebbeus,b,"a man of heart, praising, confessing."
26885,Lecea,g,of noble birth
26886,Lech,b,founder of poland
26887,Lechsinska,g,wood nymph
26888,Lecia,g,derived from alicia: (sweet; honest; truth) and felecia: (happy)..
26889,Leda,g,mother creator
26890,Ledaea,g,granddaughter of leda
26891,Ledah,u,birth
26892,Ledell,g,spartan queen
26893,Ledley,b,
26894,Ledyard,b,nations defender
26895,Lee,u,"healer.,sheltered from the storm,poetic."
26896,Leeandra,b,beauty love life
26897,Leeann,g,meadow surname or given name.
26898,Leeanne,g,derived from an irish gaelic of helen: (light;beautiful woman); variant of liana: (youthful;bond)..
26899,Leela,g,"divine drama,divine play, amusement"
26900,Leelamayee,g,"playful leelavati,"
26901,Leeland,b,pasture ground
26902,Leelanee,g,wildflowers
26903,"Leelavati, Lilavati",g,goddess durga
26904,Leelee,g,
26905,Leem,g,peace.
26906,Leen,g,tender.
26907,Leena,g,"wet meadow.,illumination,a devoted one; tender,plant of dates, soft, mild, clemency.,tender"
26908,"Leena, Lina",g,devoted
26909,Leeora,g,sunshine
26910,Leeroy,b,the king
26911,Leesa,g,
26912,Leesy,g,"nickname for elise, joyful."
26913,Leeta,g,
26914,Leeto,b,journey
26915,Leewana,g,the wind
26916,Lefty,b,left-handed
26917,Lefu,u,sickness
26918,Legarre,g,reference to the virgin mary.
26919,Legget,b,delegate
26920,Lehabim,g,flames inflamed swords
26921,Lehana,g,one who refuses
26922,Lehi,g,jawbone
26923,Lehoi,b,lion.
26924,Lei,g,flower bud
26925,Leia,g,"meadow.,weary"
26926,Leianna,g,"derived from an irish gaelic of helen: (light;beautiful woman); variant of liana: (youthful;bond)..,child of heaven, heavenly flowers."
26927,Leib,b,lion
26928,Leicester,b,from leicester
26929,Leidolf,b,wolf descendant
26930,Leif,b,beloved descendent
26931,Leifr,b,heir.
26932,Leifur,b,heir.
26933,Leigb,g,meadow
26934,Leigh,u,"healer.,meadow"
26935,Leigh-Ann,g,beautiful woman
26936,Leighanna,g,"gracious, poetic"
26937,Leighna,g,illustrious
26938,Leighton,u,town by the meadow
26939,Leiko,g,little flower
26940,Leila,g,"dark beauty,name of a saint.,night."
26941,Leilah,g,"born at night,night"
26942,Leilana,g,heavenly child
26943,Leilani,g,heavenly flower
26944,Leilanie,g,flower of heaven
26945,Leira,g,reference to the virgin mary.
26946,Leirioessa,g,mother of narcissus
26947,Leiriope,g,mother of narcissus
26948,Leis,g,mother of althepus
26949,Leisa,g,
26950,Leisel,g,
26951,Leisha,g,
26952,Leith,b,"meadow.,wide,river."
26953,Leitha,g,forgetful
26954,Leitis,g,"happy.,happy"
26955,Leiðolfr,b,chief wolf.
26956,Lekah,g,walking going
26957,Lekh,b,document likhit
26958,Lekha,g,"writing picture,writing,writing, picture,writing; crescent moon"
26959,Lekhak,b,an author
26960,Lekhan,b,writing article
26961,Lekhon,b,who can write
26962,Lekisha,g,life
26963,Leksi,b,defender of man
26964,Lel,b,taker
26965,Lela,g,"loyal. loyalty. faithful.,lofty"
26966,Lelah,g,from laelius
26967,Leland,u,meadowland
26968,Lelar,g,
26969,Lele,b,loyal
26970,Lelia,g,lily
26971,Lella,g,
26972,Lem,b,
26973,Leman,b,from the valley
26974,Lemana,g,the she-oak tree
26975,Lemma,g,
26976,Lemmie,b,
26977,Lemmy,b,"diminutive of lemuel: devoted to god. the hero (lemuel gulliver) of jonathan swifts satire, gullivers travels.."
26978,Lemon,b,
26979,Lempi,g,
26980,Lemuel,b,"devoted to god,devoted to god. the hero (lemuel gulliver) of jonathan swifts satire, gullivers travels.."
26981,Lemuela,g,"devoted to god.,dedicated to god"
26982,Len,b,"like a lion,abbreviation of leonard.,flute (hopi).,diminutive of leonard: hardy lion or lion-bold. st leonard is the patron saint of prisoners. famous bearers: american composer/conductor leonard bernstein; italian renaissance artist/scientist leonardo da vinci (in italian form).."
26983,Lena,u,"name suffix.,illustrious"
26984,Lenaia,b,greek festival
26985,Lenard,b,"lion-bold,lion-bold."
26986,Lencho,b,lion
26987,Lenci,g,light
26988,Lendall,b,from the linden tree dell
26989,Lendell,b,from the linden tree dell
26990,Lene,g,the light of the sun
26991,Lenet,g,mild
26992,Leneta,g,mild
26993,Leng,b,long
26994,Leni,g,
26995,Lenis,g,mild
26996,Lenita,g,gentle
26997,Lenka,g,illumination
26998,Lenmana,g,"flute girl,flute girl (hopi)."
26999,Lenn,b,abbreviation of leonard
27000,Lenna,g,
27001,Lennard,b,"lion-bold,lion-bold."
27002,Lennart,b,lion
27003,Lennell,b,abbreviation of leonard
27004,Lennie,u,"abbreviation of leonard.,a scottish district"
27005,Lenno,b,"man,man."
27006,Lennon,u,"little cloak.,enclosed hillside"
27007,Lennor,u,spring summer
27008,Lennox,b,"a scottish district,lives near the place abounding in elm trees.."
27009,Lenny,b,"abbreviation of leonard.,a scottish district,diminutive of leonard: hardy lion or lion-bold. st leonard is the patron saint of prisoners. famous bearers: american composer/conductor leonard bernstein; italian renaissance artist/scientist leonardo da vinci (in italian form).."
27010,Lenon,b,
27011,Lenora,g,"form of leona like a lion,shining light. variant of eleanor.."
27012,Lenord,b,
27013,Lenore,g,"light,variant of eleanor: a variant of helen introduced into britain in 12th century ad by king henry iis wife, eleanor of aquitaine.."
27014,Lensar,b,with his parents
27015,Lente,g,spring
27016,Lenusy,g,flower
27017,Lenwood,b,
27018,Lenya,b,lion
27019,Leo,u,"lion.,a lion"
27020,Leoarrie,g,lioness
27021,Leocadie,b,lion
27022,Leod,b,not beautiful
27023,Leoda,g,of the people
27024,Leodegan,b,father of guinevere
27025,Leodegrance,b,lion
27026,Leodegraunce,b,father of guinevere
27027,Leodora,g,lioness
27028,Leof,b,beloved
27029,Leofric,b,dear ruler. the husband of lady godiva in the 11th century..
27030,Leoine,g,lioness
27031,Leola,g,"loyal. loyalty. faithful.,lioness"
27032,Leoline,b,"derived from llewellyn, leader lion-like.,variant of llewellyn: leader. lion-like.."
27033,Leoma,g,"bright.,brave woman"
27034,Leon,b,"lion,lion.,lion. the lion is a figure in art and religious symbolism of many cultures; symbolizing kingliness and grandeur and courage.."
27035,Leona,u,like a lion
27036,Leonaldo,b,lion
27037,Leonard,b,"lion-bold.,like a lion"
27038,Leonarda,g,lion
27039,Leonardo,b,"like a lion,lion-bold. leonardo da vinci is considered by many to be the most brilliant and creative men who ever lived.."
27040,Leonato,b,much ado about nothing governor of messina.
27041,Leonce,b,lion
27042,Leonda,g,"lion, lioness feminine of leon."
27043,Leondra,g,"lion, lioness feminine of leon."
27044,Leondrea,g,"lion, lioness feminine of leon."
27045,Leone,u,"lion.,lion"
27046,Leonel,b,young lion
27047,Leonela,g,"lion, lioness feminine of leon."
27048,Leonelle,g,lion
27049,Leonhard,b,lion
27050,Leonia,g,
27051,Leonid,b,young lion
27052,Leonidas,b,one who is bold as a lion
27053,Leonide,b,lion
27054,Leonides,b,lion
27055,Leonie,u,"lion.,lioness"
27056,Leonine,b,pericles prince of tyre servant to dionyza.
27057,Leonita,g,lioness
27058,Leonlina,g,lioness
27059,Leonor,g,light
27060,Leonora,g,"light,variant of helen. in mythology the abduction of zeuss mortal daughter helen sparked the trojan war..,variant of eleanor, from helen.,light. diminutive of eleanora. famous bearer: leonora was the heroine of beethovens opera fidelio (1814)..,spanish form of eleanor: light.."
27061,Leonore,u,"shining light,shining light. variant of eleanor.."
27062,Leontes,g,the winters tale king of sicilia.
27063,Leontin,g,lioness
27064,Leontina,g,feminine of leon shining light.
27065,Leontine,g,lioness
27066,Leontios,b,
27067,Leontis,b,lion
27068,Leontyne,g,"like a lion,feminine of leon. shining light. opera star leontyne price.."
27069,Leopold,b,"a bold man.,daring ones"
27070,Leopolda,g,of the people
27071,Leopoldina,g,of the people
27072,Leopoldine,g,of the people
27073,Leopoldo,b,"prince of the people,a bold man."
27074,Leora,g,"light,shining light. variant of eleanor.."
27075,Leorad,b,bold for his people
27076,Leota,g,of the people
27077,Leotie,g,"flower of the prairie,flower of the prairie."
27078,Leoš,b,
27079,Lequoia,g,from the sequoia tree
27080,Lera,g,reference to the virgin mary.
27081,Lerato,b,song of my soul
27082,Leroi,b,the king
27083,Lerola,g,blackbird
27084,Leron,b,the circle
27085,Leroux,b,the red-haired one
27086,Leroy,b,the king
27087,Les,u,"from town of leicester,diminutive of leslie: scottish surname and place name. from leslie.."
27088,Lesa,g,consecreted to god
27089,Lesedi,b,the light
27090,Lesham,g,"precious.,precious"
27091,Lesharo,b,chief
27092,Leshem,b,precious stone
27093,Lesia,g,
27094,Leslee,g,derived from name of a prominent scottish clan leslie.
27095,Lesley,u,"from the gray fortress.,grey fortress,scottish surname and place name.."
27096,Lesli,g,
27097,Leslie,u,"from the gray fortress.,meadowlands,scottish surname and place name. from leslie.."
27098,Lesly,g,
27099,Lesotho,u,
27100,Less,b,
27101,Lessie,u,
27102,Lesta,u,lestie
27103,Lester,u,from town of leicester
27104,Lesya,g,
27105,Leszek,b,
27106,Leta,g,joy
27107,Letha,g,the river of forgetfulness.
27108,Lethe,g,river of oblivion
27109,Lethia,g,forgetfulness
27110,Leticia,u,"joy gladness,originates from the latin language, meaning happiness. the original spelling is :letitia.."
27111,Letisha,g,great joy derived from letitia.
27112,Letitia,g,"joy, gladness,happy.,modern form of medieval name letitia. joyful;happy.."
27113,Letizia,g,glad
27114,"Letizia,",g,
27115,Letje,g,"tiny and womanly,tiny and womanly."
27116,Letsego,b,armament
27117,Letsie,b,
27118,Letta,g,truth truthful one
27119,Lettie,g,joyful
27120,Letty,g,"diminutive of letitia, joy."
27121,Letushim,b,"hammermen, filemen"
27122,Letya,g,tiny and womanly
27123,Leucippe,g,mother of teuthras
27124,Leucippus,b,
27125,Leuconoe,g,daughter of poseidon
27126,Leucothea,g,a sea nymph
27127,Leucothia,g,a sea nymph
27128,Leummim,b,countries without water
27129,Leupold,b,bold for his people
27130,Leura,g,lava
27131,Lev,b,"united.,heart"
27132,Leva,g,
27133,Levana,g,risen
27134,Levane,g,the elm tree
27135,Levar,b,
27136,Levema,g,goddess of thieves
27137,Levene,g,issh
27138,Levente,b,peaceful
27139,Leveret,b,young rabbit
27140,Leverett,b,young hare
27141,Levern,b,
27142,Leverton,b,from the rush farm
27143,Levey,b,"united.,united"
27144,Levi,b,"united - as one,attached or pledged. joined. levi; third of jacobs 12 sons; became father of the tribe that was assigned priestly duties. note: this database is copyright dogwood technical services inc.1995.."
27145,Levia,g,"join.,combine forces"
27146,Levie,b,
27147,Levin,b,
27148,Levina,g,"issh.,derived from the roman given name levinia."
27149,Levka,b,lion
27150,Levon,b,
27151,Levushka,b,lion
27152,Levy,b,
27153,Levyna,g,issh
27154,Lew,b,"famous warrior,diminutive of lewis: english variant of the franco-germanic name louis: famous warrior. in wales, sometimes lewis is used in place of llewellyn. famous bearer: 19th century writer lewis carroll..,variant of llewellyn: leader. lion-like.."
27155,Lewa,g,beautiful
27156,Lewanna,g,"the moon.,the moon"
27157,Lewellyn,b,"lionlike leader,lionlike. leader."
27158,Lewi,b,"united.,united"
27159,Lewie,b,a famous warrior
27160,Lewis,b,"famous warrior,english variant of the franco-germanic name louis: famous warrior. in wales, sometimes lewis is used in place of llewellyn. famous bearer: 19th century writer lewis carroll..,variant of louis: famous warrior, from the old german chlodovech. aloysius is the name of the italian saint aloysius of gonzaga, and common among british roman catholics.."
27161,Lewy,b,famous fighter
27162,Lex,u,"a word,abbreviation of alexander.."
27163,Lexa,g,derived from alexandra defender of mankind.
27164,Lexandra,g,defender of mankind feminine of alexander.
27165,Lexann,u,derived from alexandra defender of mankind.
27166,Lexi,g,protector of mankind
27167,Lexie,u,derived from alexandra defender of mankind.
27168,Lexina,g,defender of man
27169,Lexine,g,defender of mankind
27170,Lexis,g,
27171,Lexiss,u,protector of mankind
27172,Lexus,g,
27173,Lexy,g,defender of mankind variant of alexander.
27174,Ley,g,meadow
27175,Leya,g,loyalty
27176,Leyati,b,shape of an abalone shell
27177,Leyla,g,"born at night,night."
27178,Leymah,g,
27179,Leyman,b,from the valley
27180,Leyna,g,bright and shining light
27181,Leysa,g,defender of man
27182,Leyti,b,"shaped like a shell,shaped like an abalone shell (miwok).."
27183,Lezane,b,beloved
27184,Lezlie,g,"born at night,name of a prominent scottish clan spelled to preserve original scottish pronunciation.."
27185,Leó,b,
27186,Lhasa,g,
27187,Li,u,pretty/powerful
27188,Li-Fen,g,a combination of beautiful and pleasant scent..
27189,Li-Hua,g,pear blossom
27190,Li-Mei,g,pretty rose
27191,Li-Ming,g,pretty and bright
27192,Li-Na,g,one who has beauty and grace..
27193,Li-Raz,u,raz is secret
27194,Li-Wei,b,beautiful rose
27195,Li-Yu,g,rainy day
27196,Lia,g,"bearer of good news,an abbreviation of names like amalia: (hard working;industrious) and rosalia: (rose)..,is an abbreviation of names like amalia: (hard working;industrious) and rosalia: (rose).."
27197,Liaaqat,b,"derived from liaqat, fitness ability."
27198,Liadan,g,gray lady
27199,Liam,b,"helmeted.,determined guardian,variant of william: will-helmet. famous bearers: poet and playwright william shakespeare (1564-1616) and william wordsworth (1770-1850).."
27200,Lian,g,lotus
27201,Liana,g,"bond.,my god has answered,youthful.,a climbing plant. also used as a diminutive of any name ending in -liana.."
27202,Liane,g,"bond.,daughter of the sun diminutive of eliana."
27203,Liang,u,"good, fine"
27204,Lianna,g,daughter of the sun diminutive of eliana.
27205,Lianne,g,"variant of leanne: a compound of lee: wood, and anne: grace, favour. can also be a diminutive of julianne: downy, hairy. can also be derived from helen: liight; beautiful woman, and a variant of liana: youthful; bond.."
